region	CHROM	GAP_LEFT	GAP_RIGHT	TIER	WINDOW_BEG	WINDOW_END	NEW_SITES	MSA_HET_SNPS	MSA_HET_INDELS	LEFT_LINK	RIGHT_LINK	READS_ADDED	STATUS
chr20_57841772_57866713	CHM13#0#chr20	57841772	57866713	2	57791772	57916713	0	0	0	1	1	0	partial
chr20_57841772_57866713	CHM13#0#chr20	57841772	57866713	3	57791772	57916713	3	0	2	1	1	0	partial
chr20_57841772_57866713	CHM13#0#chr20	57841772	57866713	4	57791772	57916713	0	0	2	1	1	0	joined
chr20_58392336_58419975	CHM13#0#chr20	58366458	58391091	1	58342336	58441091	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58366458	58391091	2	58342336	58441091	2	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58366458	58391091	3	58342336	58441091	16	0	9	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58366458	58391091	4	58342336	58441091	0	0	9	1	1	0	rejected
chr20_58392336_58419975	CHM13#0#chr20	58392336	58419975	1	58342336	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58392336	58419975	2	58342336	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58392336	58419975	3	58342336	58469975	8	0	6	1	1	0	joined
chr20_58392336_58419975	CHM13#0#chr20	58421174	58452672	1	58371174	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58421174	58452672	2	58371174	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58421174	58452672	3	58371174	58469975	14	0	8	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58421174	58452672	4	58371174	58469975	0	0	8	1	1	0	joined
chr20_60063142_60114911	CHM13#0#chr20	60033052	60058235	1	60013142	60108235	0	0	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60033052	60058235	2	60013142	60108235	2	1	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60033052	60058235	3	60013142	60108235	31	1	26	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60033052	60058235	4	60013142	60108235	0	1	26	1	1	0	rejected
chr20_60063142_60114911	CHM13#0#chr20	60090439	60114911	1	60040439	60164911	0	0	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60090439	60114911	2	60040439	60164911	0	0	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60090439	60114911	3	60040439	60164911	16	0	13	1	1	0	joined
chr20_62410496_62432427	CHM13#0#chr20	62408056	62432427	1	62360496	62482427	0	0	0	1	1	0	partial
chr20_62410496_62432427	CHM13#0#chr20	62408056	62432427	2	62360496	62482427	1	1	0	1	1	0	partial
chr20_62410496_62432427	CHM13#0#chr20	62408056	62432427	3	62360496	62482427	1	1	2	1	1	0	partial
chr20_62410496_62432427	CHM13#0#chr20	62408056	62432427	4	62360496	62482427	0	1	2	1	1	0	joined
chr20_36032227_36056601	CHM13#0#chr20	36032227	36056601	1	35982227	36106601	0	0	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36032227	36056601	2	35982227	36106601	1	1	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36032227	36056601	3	35982227	36106601	17	1	10	1	1	0	joined
chr20_36032227_36056601	CHM13#0#chr20	36059715	36083127	1	36009715	36106601	0	0	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36059715	36083127	2	36009715	36106601	0	0	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36059715	36083127	3	36009715	36106601	29	0	18	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36059715	36083127	4	36009715	36106601	0	0	18	1	1	0	rejected
chr20_54547514_54590762	CHM13#0#chr20	54547514	54569072	1	54497514	54619072	0	0	0	1	1	0	partial
chr20_54547514_54590762	CHM13#0#chr20	54547514	54569072	2	54497514	54619072	2	2	0	1	1	9	partial
chr20_54547514_54590762	CHM13#0#chr20	54547514	54569072	3	54497514	54619072	14	2	13	1	1	0	partial
chr20_54547514_54590762	CHM13#0#chr20	54547514	54569072	4	54497514	54619072	0	2	13	1	1	0	joined
