site_class	pos	gap_left	gap_right	verdict	reads	alt_fraction	segregation
demoted_repeat_indel	5185243	5174971	5239260	ambiguous	56	0.4107	0.8571
demoted_repeat_indel	5191487	5174971	5239260	phantom	54	0.3519	0.5
demoted_repeat_indel	5204037	5174971	5239260	phantom	61	0.3279	0.5246
demoted_repeat_indel	5207826	5174971	5239260	phantom	65	0.3385	0.5385
demoted_repeat_indel	5218537	5174971	5239260	phantom	76	0.2105	0.5658
demoted_repeat_indel	6120218	6129144	6184388	phantom	59	0.2034	0.5254
demoted_repeat_indel	6122851	6129144	6184388	phantom	60	0.2667	0.6
demoted_repeat_indel	6125291	6129144	6184388	phantom	64	0.4531	0.6406
demoted_repeat_indel	6138373	6129144	6184388	phantom	60	0.35	0.55
demoted_repeat_indel	6141419	6129144	6184388	phantom	68	0.3824	0.5441
demoted_repeat_indel	6145352	6129144	6184388	phantom	62	0.6613	0.5806
demoted_repeat_indel	6148787	6129144	6184388	phantom	65	0.3692	0.5077
demoted_repeat_indel	6151486	6129144	6184388	phantom	72	0.6528	0.5278
demoted_repeat_indel	6619841	6621472	6647988	phantom	67	0.209	0.597
demoted_repeat_indel	6634104	6621472	6647988	phantom	72	0.2639	0.5833
demoted_repeat_indel	6921403	6927750	6997093	informative	74	0.4189	0.9189
demoted_repeat_indel	6921403	6927750	6997093	ambiguous	74	0.2432	0.8784
demoted_repeat_indel	6925291	6927750	6997093	ambiguous	73	0.6986	0.7397
demoted_repeat_indel	6925291	6927750	6997093	informative	73	0.3973	0.9589
demoted_repeat_indel	6925350	6927750	6997093	informative	73	0.3973	0.9041
demoted_repeat_indel	6935067	6927750	6997093	phantom	71	0.4085	0.5634
demoted_repeat_indel	6938415	6927750	6997093	phantom	70	0.5857	0.5857
demoted_repeat_indel	6938433	6927750	6997093	phantom	70	0.5714	0.5714
demoted_repeat_indel	6946095	6927750	6997093	informative	65	0.3538	0.9538
demoted_repeat_indel	6968736	6927750	6997093	phantom	69	0.7536	0.5507
demoted_repeat_indel	6969156	6927750	6997093	phantom	72	0.1944	0.5972
demoted_repeat_indel	6969156	6927750	6997093	informative	72	0.5	0.9028
demoted_repeat_indel	7075884	7073919	7118617	phantom	63	0.8889	0.5714
demoted_repeat_indel	7097355	7073919	7118617	phantom	76	0.5658	0.5526
demoted_repeat_indel	7303974	7305204	7343405	informative	68	0.4706	1.0
demoted_repeat_indel	7315058	7305204	7343405	phantom	61	0.3115	0.5738
demoted_repeat_indel	7323646	7305204	7343405	phantom	59	0.2203	0.5424
demoted_repeat_indel	7325406	7305204	7343405	phantom	58	0.2414	0.5862
demoted_repeat_indel	8703953	8727358	8769855	informative	78	0.5513	0.9231
demoted_repeat_indel	8704157	8727358	8769855	informative	78	0.5256	1.0
demoted_repeat_indel	8704288	8727358	8769855	informative	78	0.5256	1.0
demoted_repeat_indel	8704460	8727358	8769855	informative	79	0.5316	0.9873
demoted_repeat_indel	8704512	8727358	8769855	informative	79	0.519	0.9494
demoted_repeat_indel	8704514	8727358	8769855	informative	79	0.5063	0.9873
demoted_repeat_indel	8704616	8727358	8769855	informative	79	0.519	1.0
demoted_repeat_indel	8704638	8727358	8769855	informative	79	0.5063	0.9873
demoted_repeat_indel	8704668	8727358	8769855	informative	79	0.519	0.9494
demoted_repeat_indel	8704717	8727358	8769855	informative	78	0.5385	0.9744
demoted_repeat_indel	8704733	8727358	8769855	informative	78	0.5256	0.9872
demoted_repeat_indel	8704862	8727358	8769855	informative	78	0.5128	1.0
demoted_repeat_indel	8704968	8727358	8769855	informative	79	0.519	0.9873
demoted_repeat_indel	8705297	8727358	8769855	informative	80	0.5	1.0
demoted_repeat_indel	8715242	8727358	8769855	ambiguous	71	0.4225	0.8451
demoted_repeat_indel	8715956	8727358	8769855	informative	74	0.4595	0.9865
demoted_repeat_indel	8723921	8727358	8769855	ambiguous	83	0.6265	0.8193
demoted_repeat_indel	8723925	8727358	8769855	informative	83	0.4699	0.9759
demoted_repeat_indel	8723925	8727358	8769855	informative	83	0.4458	1.0
demoted_repeat_indel	8723928	8727358	8769855	ambiguous	83	0.6265	0.8193
demoted_repeat_indel	8723928	8727358	8769855	informative	83	0.4699	0.9759
demoted_repeat_indel	8723965	8727358	8769855	informative	83	0.4458	1.0
demoted_repeat_indel	8726255	8727358	8769855	ambiguous	80	0.55	0.875
demoted_repeat_indel	8727091	8727358	8769855	informative	81	0.5679	0.9753
demoted_repeat_indel	8727716	8727358	8769855	phantom	79	0.7342	0.5316
demoted_repeat_indel	10277063	10296487	10343595	informative	63	0.4127	0.9048
demoted_repeat_indel	10295640	10296487	10343595	phantom	74	0.2838	0.5811
demoted_repeat_indel	10300760	10296487	10343595	phantom	82	0.6341	0.5488
demoted_repeat_indel	10300760	10296487	10343595	phantom	82	0.1829	0.5122
demoted_repeat_indel	10317939	10296487	10343595	informative	69	0.4638	0.9565
demoted_repeat_indel	11104104	11127753	11157086	ambiguous	71	0.5915	0.7746
demoted_repeat_indel	11104104	11127753	11157086	phantom	71	0.1831	0.6761
demoted_repeat_indel	11105511	11127753	11157086	phantom	73	0.0411	0.5342
demoted_repeat_indel	11119314	11127753	11157086	informative	81	0.5926	1.0
demoted_repeat_indel	11121510	11127753	11157086	ambiguous	81	0.5309	0.8889
demoted_repeat_indel	11135614	11127753	11157086	phantom	64	0.7031	0.5156
demoted_repeat_indel	11144107	11127753	11157086	phantom	83	0.3976	0.5783
demoted_repeat_indel	11148381	11127753	11157086	phantom	84	0.7024	0.5238
demoted_repeat_indel	11215204	11231667	11262361	informative	76	0.5789	1.0
demoted_repeat_indel	11236975	11231667	11262361	phantom	68	0.1324	0.5147
demoted_repeat_indel	11453901	11451978	11599138	phantom	78	0.1667	0.5769
demoted_repeat_indel	11456277	11451978	11599138	phantom	83	0.506	0.5181
demoted_repeat_indel	11682195	11701272	11813668	phantom	77	0.2208	0.5195
demoted_repeat_indel	11701629	11701272	11813668	phantom	86	0.186	0.593
demoted_repeat_indel	11706109	11701272	11813668	phantom	96	0.6354	0.5312
demoted_repeat_indel	12712832	12717796	12752291	informative	75	0.44	1.0
demoted_repeat_indel	12721113	12717796	12752291	informative	73	0.4384	0.9315
demoted_repeat_indel	12735895	12717796	12752291	informative	75	0.6533	0.96
demoted_repeat_indel	13674105	13689552	13751618	informative	67	0.3881	0.9104
demoted_repeat_indel	13677249	13689552	13751618	phantom	76	0.25	0.5395
demoted_repeat_indel	13698616	13689552	13751618	phantom	68	0.25	0.6029
demoted_repeat_indel	13701583	13689552	13751618	phantom	66	0.4697	0.5152
demoted_repeat_indel	13701801	13689552	13751618	phantom	66	0.2121	0.5303
demoted_repeat_indel	13712043	13689552	13751618	phantom	66	0.5	0.5
demoted_repeat_indel	13712706	13689552	13751618	phantom	69	0.2899	0.5362
demoted_repeat_indel	13715354	13689552	13751618	phantom	55	0.2182	0.5273
demoted_repeat_indel	14425906	14446295	14499928	informative	64	0.4531	0.9844
demoted_repeat_indel	14437150	14446295	14499928	phantom	59	0.7458	0.5593
demoted_repeat_indel	14437150	14446295	14499928	phantom	59	0.2034	0.5424
demoted_repeat_indel	14438557	14446295	14499928	phantom	65	0.5385	0.5231
demoted_repeat_indel	14446061	14446295	14499928	phantom	64	0.8281	0.5625
demoted_repeat_indel	14446061	14446295	14499928	phantom	64	0.1875	0.5469
demoted_repeat_indel	14446130	14446295	14499928	phantom	64	0.3594	0.5312
demoted_repeat_indel	14448162	14446295	14499928	phantom	64	0.2031	0.5312
demoted_repeat_indel	14458296	14446295	14499928	phantom	58	0.6034	0.5
demoted_repeat_indel	14459371	14446295	14499928	phantom	55	0.7273	0.5273
demoted_repeat_indel	14465116	14446295	14499928	phantom	50	0.76	0.54
demoted_repeat_indel	15015364	15015554	15115387	phantom	63	0.4286	0.5079
demoted_repeat_indel	15019281	15015554	15115387	phantom	65	0.0615	0.6462
demoted_repeat_indel	15019281	15015554	15115387	informative	65	0.6615	0.9231
demoted_repeat_indel	15019281	15015554	15115387	informative	65	0.5846	1.0
demoted_repeat_indel	15019295	15015554	15115387	ambiguous	65	0.6154	0.8769
demoted_repeat_indel	15027211	15015554	15115387	phantom	59	0.4407	0.5593
demoted_repeat_indel	15038247	15015554	15115387	phantom	54	0.3148	0.6852
demoted_repeat_indel	15320416	15308016	15413105	phantom	78	0.2821	0.5513
demoted_repeat_indel	15345856	15308016	15413105	phantom	82	0.0854	0.5122
demoted_repeat_indel	15545061	15568336	15606878	informative	69	0.5072	0.971
demoted_repeat_indel	15545069	15568336	15606878	informative	69	0.5362	1.0
demoted_repeat_indel	15557684	15568336	15606878	informative	85	0.4471	1.0
demoted_repeat_indel	15563581	15568336	15606878	informative	77	0.4156	1.0
demoted_repeat_indel	15569350	15568336	15606878	informative	69	0.4638	0.913
demoted_repeat_indel	15581296	15568336	15606878	phantom	66	0.7727	0.5152
demoted_repeat_indel	15581296	15568336	15606878	phantom	66	0.0758	0.5758
demoted_repeat_indel	17624556	17607780	17679082	phantom	75	0.3333	0.5067
demoted_repeat_indel	17637872	17607780	17679082	phantom	75	0.4533	0.5333
demoted_repeat_indel	17642039	17607780	17679082	informative	75	0.52	0.9733
demoted_repeat_indel	17643097	17607780	17679082	phantom	78	0.359	0.5128
demoted_repeat_indel	17842203	17839398	17883582	phantom	66	0.2576	0.5455
demoted_repeat_indel	17856214	17839398	17883582	phantom	72	0.6806	0.5278
demoted_repeat_indel	17856667	17839398	17883582	phantom	72	0.9167	0.5278
demoted_repeat_indel	17859095	17839398	17883582	phantom	65	0.7538	0.5077
demoted_repeat_indel	17865152	17839398	17883582	informative	60	0.45	0.95
demoted_repeat_indel	17870283	17839398	17883582	phantom	72	0.3194	0.5694
demoted_repeat_indel	17883527	17839398	17883582	ambiguous	73	0.3699	0.7123
demoted_repeat_indel	17883786	17839398	17883582	ambiguous	70	0.4857	0.8714
demoted_repeat_indel	17885472	17839398	17883582	ambiguous	68	0.5294	0.8529
demoted_repeat_indel	17886193	17839398	17883582	informative	68	0.5147	0.9853
demoted_repeat_indel	17888777	17839398	17883582	ambiguous	66	0.5303	0.8333
demoted_repeat_indel	17888777	17839398	17883582	phantom	66	0.0758	0.5606
demoted_repeat_indel	17888777	17839398	17883582	phantom	66	0.0758	0.5606
demoted_repeat_indel	17889299	17839398	17883582	phantom	68	0.2353	0.6029
demoted_repeat_indel	18393594	18414333	18442592	ambiguous	52	0.5962	0.8077
demoted_repeat_indel	18394968	18414333	18442592	informative	52	0.5	0.9231
demoted_repeat_indel	18395487	18414333	18442592	ambiguous	50	0.14	0.74
demoted_repeat_indel	18395487	18414333	18442592	ambiguous	50	0.14	0.74
demoted_repeat_indel	18395487	18414333	18442592	informative	50	0.6	1.0
demoted_repeat_indel	18395487	18414333	18442592	informative	50	0.6	1.0
demoted_repeat_indel	18395487	18414333	18442592	informative	50	0.6	1.0
demoted_repeat_indel	18398101	18414333	18442592	ambiguous	55	0.3818	0.8364
demoted_repeat_indel	18401043	18414333	18442592	informative	46	0.4783	1.0
demoted_repeat_indel	18411754	18414333	18442592	informative	60	0.55	1.0
demoted_repeat_indel	18413605	18414333	18442592	informative	66	0.5606	1.0
demoted_repeat_indel	18430887	18414333	18442592	phantom	68	0.4265	0.5147
demoted_repeat_indel	19449233	19464219	19526088	ambiguous	82	0.3049	0.7927
demoted_repeat_indel	19449233	19464219	19526088	phantom	82	0.1707	0.6829
demoted_repeat_indel	19459982	19464219	19526088	phantom	77	0.3506	0.6623
demoted_repeat_indel	19471396	19464219	19526088	phantom	68	0.6471	0.5147
demoted_repeat_indel	19476831	19464219	19526088	phantom	71	0.1972	0.5211
demoted_repeat_indel	20477271	20493042	20523889	informative	66	0.4545	1.0
demoted_repeat_indel	20486313	20493042	20523889	ambiguous	66	0.4091	0.8485
demoted_repeat_indel	20487242	20493042	20523889	informative	63	0.5079	1.0
demoted_repeat_indel	20506160	20493042	20523889	informative	72	0.4583	0.9167
demoted_repeat_indel	20517317	20493042	20523889	informative	68	0.5	1.0
demoted_repeat_indel	20517453	20493042	20523889	phantom	69	0.8406	0.5942
demoted_repeat_indel	20517493	20493042	20523889	phantom	69	0.0435	0.5217
demoted_repeat_indel	22491685	22497901	22520628	informative	74	0.4324	0.9324
demoted_repeat_indel	22498844	22497901	22520628	phantom	76	0.2763	0.5395
demoted_repeat_indel	22525673	22540640	22565021	phantom	59	0.322	0.5593
demoted_repeat_indel	22530330	22540640	22565021	informative	55	0.4727	1.0
demoted_repeat_indel	22536818	22540640	22565021	informative	66	0.4545	1.0
demoted_repeat_indel	22540641	22540640	22565021	informative	71	0.493	0.9859
demoted_repeat_indel	22543757	22540640	22565021	phantom	76	0.1579	0.5395
demoted_repeat_indel	22550964	22540640	22565021	phantom	75	0.1867	0.52
demoted_repeat_indel	22565042	22540640	22565021	phantom	71	0.9155	0.5634
demoted_repeat_indel	22565043	22540640	22565021	phantom	71	0.9155	0.5634
demoted_repeat_indel	22575769	22582976	22668436	phantom	59	0.2373	0.5932
demoted_repeat_indel	22581443	22582976	22668436	phantom	70	0.6571	0.5143
demoted_repeat_indel	22587108	22582976	22668436	phantom	66	0.9394	0.5758
demoted_repeat_indel	22613620	22582976	22668436	phantom	57	0.3158	0.6491
demoted_repeat_indel	22621302	22582976	22668436	informative	49	0.551	0.9796
demoted_repeat_indel	22622775	22582976	22668436	phantom	54	0.2963	0.5741
demoted_repeat_indel	23669721	23680458	23810819	informative	77	0.4286	1.0
demoted_repeat_indel	23684422	23680458	23810819	informative	71	0.5775	1.0
demoted_repeat_indel	23690350	23680458	23810819	phantom	51	0.2941	0.6275
demoted_repeat_indel	23709053	23680458	23810819	informative	67	0.4776	0.9701
demoted_repeat_indel	23711520	23680458	23810819	phantom	66	0.7424	0.5909
demoted_repeat_indel	23711520	23680458	23810819	phantom	66	0.1515	0.5455
demoted_repeat_indel	23907997	23888763	24012605	informative	70	0.4286	0.9429
demoted_repeat_indel	23908089	23888763	24012605	phantom	69	0.2464	0.5072
demoted_repeat_indel	23913983	23888763	24012605	phantom	59	0.7627	0.661
demoted_repeat_indel	23918474	23888763	24012605	phantom	63	0.1746	0.5397
demoted_repeat_indel	23918474	23888763	24012605	phantom	63	0.5079	0.6349
demoted_repeat_indel	23925410	23888763	24012605	phantom	69	0.4493	0.5217
demoted_repeat_indel	23925410	23888763	24012605	phantom	69	0.1014	0.5072
demoted_repeat_indel	23929917	23888763	24012605	phantom	76	0.1842	0.5526
demoted_repeat_indel	32311096	32312702	32315103	phantom	15	0.6667	0.6667
demoted_repeat_indel	32311883	32312702	32315103	phantom	14	0.6429	0.6429
demoted_repeat_indel	32313457	32312702	32315103	phantom	12	0.6667	0.6667
demoted_repeat_indel	32313919	32312702	32315103	phantom	12	0.4167	0.5833
demoted_repeat_indel	32314311	32312702	32315103	ambiguous	13	0.7692	0.7692
demoted_repeat_indel	32315084	32312702	32315103	ambiguous	10	0.7	0.7
demoted_repeat_indel	32382663	32337036	32397764	ambiguous	22	0.8636	0.8636
demoted_repeat_indel	33288303	33295976	33360820	phantom	35	0.3429	0.5429
demoted_repeat_indel	33289077	33295976	33360820	phantom	36	0.3611	0.5556
demoted_repeat_indel	33289391	33295976	33360820	phantom	36	0.25	0.5833
demoted_repeat_indel	33293326	33295976	33360820	phantom	30	0.2333	0.5333
demoted_repeat_indel	33299517	33295976	33360820	phantom	45	0.3556	0.6444
demoted_repeat_indel	33299517	33295976	33360820	phantom	45	0.1333	0.5778
demoted_repeat_indel	33300270	33295976	33360820	ambiguous	46	0.3478	0.8478
demoted_repeat_indel	33300956	33295976	33360820	phantom	47	0.2128	0.5106
demoted_repeat_indel	33302151	33295976	33360820	phantom	47	0.5106	0.5319
demoted_repeat_indel	33302151	33295976	33360820	phantom	47	0.5106	0.5319
demoted_repeat_indel	33304312	33295976	33360820	phantom	44	0.1818	0.6364
demoted_repeat_indel	33304312	33295976	33360820	phantom	44	0.4545	0.5455
demoted_repeat_indel	33307250	33295976	33360820	informative	51	0.5098	0.902
demoted_repeat_indel	33309407	33295976	33360820	phantom	53	0.8491	0.566
demoted_repeat_indel	33309407	33295976	33360820	phantom	53	0.4151	0.5094
demoted_repeat_indel	33311081	33295976	33360820	phantom	50	0.22	0.68
demoted_repeat_indel	33311081	33295976	33360820	ambiguous	50	0.4	0.82
demoted_repeat_indel	33311536	33295976	33360820	phantom	50	0.14	0.56
demoted_repeat_indel	33311536	33295976	33360820	ambiguous	50	0.44	0.86
demoted_repeat_indel	33313807	33295976	33360820	phantom	57	0.2982	0.5614
demoted_repeat_indel	33316522	33295976	33360820	phantom	55	0.3455	0.5273
demoted_repeat_indel	33320809	33295976	33360820	informative	51	0.5098	0.9804
demoted_repeat_indel	33322544	33295976	33360820	phantom	53	0.3208	0.5283
demoted_repeat_indel	33323831	33295976	33360820	phantom	55	0.2727	0.5818
demoted_repeat_indel	33325038	33295976	33360820	phantom	58	0.3621	0.5517
demoted_repeat_indel	33327800	33295976	33360820	phantom	53	0.283	0.5849
demoted_repeat_indel	33335333	33295976	33360820	phantom	69	0.2029	0.5652
demoted_repeat_indel	33335604	33295976	33360820	phantom	70	0.4429	0.5
demoted_repeat_indel	33336633	33295976	33360820	phantom	70	0.2286	0.5286
demoted_repeat_indel	33743520	33747591	33792638	informative	57	0.5088	0.9649
demoted_repeat_indel	33749689	33747591	33792638	ambiguous	62	0.4032	0.8548
demoted_repeat_indel	33753066	33747591	33792638	phantom	64	0.3281	0.5312
demoted_repeat_indel	33771787	33747591	33792638	phantom	83	0.494	0.5181
demoted_repeat_indel	33773527	33747591	33792638	phantom	82	0.622	0.5366
demoted_repeat_indel	33773527	33797964	33843276	phantom	82	0.622	0.5366
demoted_repeat_indel	33783157	33797964	33843276	phantom	68	0.25	0.5441
demoted_repeat_indel	33786568	33797964	33843276	phantom	65	0.3692	0.5231
demoted_repeat_indel	33786588	33797964	33843276	phantom	65	0.3538	0.5385
demoted_repeat_indel	33803494	33797964	33843276	phantom	46	0.3696	0.5217
demoted_repeat_indel	33812276	33797964	33843276	phantom	50	0.3	0.54
demoted_repeat_indel	33816447	33797964	33843276	phantom	56	0.2679	0.5179
demoted_repeat_indel	33819338	33797964	33843276	phantom	55	0.8364	0.6
demoted_repeat_indel	33841484	33865506	34018169	phantom	60	0.3	0.5333
demoted_repeat_indel	33841867	33865506	34018169	phantom	62	0.2258	0.5161
demoted_repeat_indel	33843250	33865506	34018169	informative	58	0.5	0.9655
demoted_repeat_indel	33845042	33865506	34018169	ambiguous	58	0.5517	0.7586
demoted_repeat_indel	33845042	33865506	34018169	phantom	58	0.1552	0.6724
demoted_repeat_indel	33847802	33865506	34018169	phantom	57	0.4211	0.5263
demoted_repeat_indel	33850711	33865506	34018169	informative	56	0.5179	0.9464
demoted_repeat_indel	33854249	33865506	34018169	phantom	51	0.8824	0.6275
demoted_repeat_indel	33865871	33865506	34018169	ambiguous	63	0.6984	0.7143
demoted_repeat_indel	33871637	33865506	34018169	phantom	66	0.2273	0.5909
demoted_repeat_indel	33873324	33865506	34018169	phantom	65	0.3846	0.5692
demoted_repeat_indel	33876679	33865506	34018169	phantom	61	0.3115	0.5082
demoted_repeat_indel	33881593	33865506	34018169	phantom	63	0.6825	0.6032
demoted_repeat_indel	33881593	33865506	34018169	phantom	63	0.0635	0.5397
demoted_repeat_indel	33883638	33865506	34018169	phantom	60	0.2333	0.5
demoted_repeat_indel	33887912	33865506	34018169	phantom	71	0.8028	0.5775
demoted_repeat_indel	33887912	33865506	34018169	phantom	71	0.0986	0.5352
demoted_repeat_indel	33887913	33865506	34018169	phantom	71	0.3521	0.5352
demoted_repeat_indel	33888253	33865506	34018169	phantom	74	0.2432	0.5135
demoted_repeat_indel	34008965	34030463	34055920	ambiguous	61	0.6885	0.8852
demoted_repeat_indel	34016453	34030463	34055920	phantom	53	0.3774	0.5283
demoted_repeat_indel	34023273	34030463	34055920	ambiguous	64	0.7969	0.7188
demoted_repeat_indel	34023273	34030463	34055920	ambiguous	64	0.7969	0.7188
demoted_repeat_indel	34023273	34030463	34055920	phantom	64	0.875	0.6719
demoted_repeat_indel	34023273	34030463	34055920	ambiguous	64	0.7969	0.7188
demoted_repeat_indel	34023273	34030463	34055920	phantom	64	0.625	0.6094
demoted_repeat_indel	34023274	34030463	34055920	phantom	64	0.875	0.6719
demoted_repeat_indel	34024945	34030463	34055920	phantom	63	0.2381	0.5238
demoted_repeat_indel	34029427	34030463	34055920	phantom	76	0.3553	0.5395
demoted_repeat_indel	34029427	34030463	34055920	phantom	76	0.1447	0.5132
demoted_repeat_indel	34030437	34030463	34055920	phantom	76	0.4342	0.6053
demoted_repeat_indel	34033053	34030463	34055920	phantom	79	0.2532	0.5949
demoted_repeat_indel	34038092	34030463	34055920	phantom	81	0.2346	0.5432
demoted_repeat_indel	34044077	34030463	34055920	phantom	86	0.2209	0.6047
demoted_repeat_indel	34046351	34030463	34055920	informative	81	0.6049	1.0
demoted_repeat_indel	34046360	34030463	34055920	ambiguous	81	0.4938	0.8889
demoted_repeat_indel	34055920	34079290	34134418	phantom	63	0.0476	0.5238
demoted_repeat_indel	34058530	34079290	34134418	ambiguous	74	0.4054	0.8108
demoted_repeat_indel	34076183	34079290	34134418	phantom	79	0.3291	0.519
demoted_repeat_indel	34076925	34079290	34134418	phantom	80	0.2875	0.5125
demoted_repeat_indel	34091964	34079290	34134418	phantom	87	0.3218	0.5057
demoted_repeat_indel	34102875	34079290	34134418	informative	77	0.3766	0.974
demoted_repeat_indel	34102875	34079290	34134418	ambiguous	77	0.3896	0.7922
demoted_repeat_indel	34102875	34079290	34134418	phantom	77	0.0519	0.5455
demoted_repeat_indel	35083965	35079659	35517815	phantom	67	0.194	0.6716
demoted_repeat_indel	35083965	35079659	35517815	ambiguous	67	0.4328	0.8657
demoted_repeat_indel	35085287	35079659	35517815	ambiguous	64	0.4844	0.8594
demoted_repeat_indel	35092801	35079659	35517815	ambiguous	65	0.6	0.7385
demoted_repeat_indel	35094218	35079659	35517815	phantom	64	0.2031	0.5312
demoted_repeat_indel	35099482	35079659	35517815	ambiguous	58	0.569	0.8966
demoted_repeat_indel	35100118	35079659	35517815	phantom	58	0.2586	0.5517
demoted_repeat_indel	35114004	35079659	35517815	phantom	47	0.2128	0.5532
demoted_repeat_indel	35114004	35079659	35517815	phantom	47	0.2553	0.5745
demoted_repeat_indel	35114481	35079659	35517815	phantom	48	0.25	0.6042
demoted_repeat_indel	35117163	35079659	35517815	phantom	47	0.2553	0.6383
demoted_repeat_indel	35118476	35079659	35517815	phantom	46	0.8913	0.5217
demoted_repeat_indel	35119691	35079659	35517815	phantom	47	0.4043	0.5106
demoted_repeat_indel	35946988	35919404	36156319	phantom	59	0.7458	0.5085
demoted_repeat_indel	35950621	35919404	36156319	phantom	57	0.2456	0.5614
demoted_repeat_indel	35958882	35919404	36156319	ambiguous	63	0.4127	0.7143
demoted_repeat_indel	35972051	35919404	36156319	phantom	76	0.6579	0.5658
demoted_repeat_indel	35974375	35919404	36156319	phantom	72	0.7778	0.5556
demoted_repeat_indel	35974375	35919404	36156319	phantom	72	0.0972	0.5417
demoted_repeat_indel	36307672	36268558	36317511	phantom	55	0.8364	0.5455
demoted_repeat_indel	36307672	36268558	36317511	phantom	55	0.4727	0.5636
demoted_repeat_indel	36312804	36268558	36317511	phantom	53	0.4528	0.5472
demoted_repeat_indel	36318252	36268558	36317511	phantom	53	0.4906	0.5094
demoted_repeat_indel	36329431	36268558	36317511	phantom	67	0.6567	0.5075
demoted_repeat_indel	36334822	36268558	36317511	phantom	71	0.0986	0.507
demoted_repeat_indel	36337803	36268558	36317511	phantom	67	0.6119	0.5075
demoted_repeat_indel	36307672	36332599	36381019	phantom	55	0.8364	0.5455
demoted_repeat_indel	36307672	36332599	36381019	phantom	55	0.4727	0.5636
demoted_repeat_indel	36312804	36332599	36381019	phantom	53	0.4528	0.5472
demoted_repeat_indel	36318252	36332599	36381019	phantom	53	0.4906	0.5094
demoted_repeat_indel	36329431	36332599	36381019	phantom	67	0.6567	0.5075
demoted_repeat_indel	36334822	36332599	36381019	phantom	71	0.0986	0.507
demoted_repeat_indel	36337803	36332599	36381019	phantom	67	0.6119	0.5075
demoted_repeat_indel	36349132	36332599	36381019	phantom	69	0.087	0.5217
demoted_repeat_indel	36354891	36332599	36381019	ambiguous	82	0.2805	0.7439
demoted_repeat_indel	37373805	37393302	37426498	informative	74	0.5541	1.0
demoted_repeat_indel	37402208	37393302	37426498	phantom	58	0.2241	0.5
demoted_repeat_indel	37404766	37393302	37426498	phantom	60	0.4333	0.5167
demoted_repeat_indel	37406847	37393302	37426498	phantom	59	0.2542	0.5593
demoted_repeat_indel	37407326	37393302	37426498	phantom	59	0.4237	0.5763
demoted_repeat_indel	37410744	37393302	37426498	phantom	69	0.2899	0.5507
demoted_repeat_indel	37412715	37393302	37426498	phantom	75	0.4	0.5333
demoted_repeat_indel	37412715	37393302	37426498	phantom	75	0.16	0.5467
demoted_repeat_indel	37413375	37393302	37426498	phantom	80	0.2125	0.5125
demoted_repeat_indel	37413503	37393302	37426498	phantom	80	0.3625	0.6375
