region	CHROM	GAP_LEFT	GAP_RIGHT	TIER	WINDOW_BEG	WINDOW_END	NEW_SITES	MSA_HET_SNPS	MSA_HET_INDELS	LEFT_LINK	RIGHT_LINK	READS_ADDED	STATUS
chr20_5242390_5272413	CHM13#0#chr20	5242390	5272413	3	5192390	5322413	7	1	6	1	1	0	partial
chr20_5309406_5331265	CHM13#0#chr20	5309406	5345085	1	5259406	5381265	0	0	0	1	1	0	partial
chr20_5309406_5331265	CHM13#0#chr20	5309406	5345085	2	5259406	5381265	1	0	0	1	1	0	partial
chr20_5309406_5331265	CHM13#0#chr20	5309406	5345085	3	5259406	5381265	19	0	12	1	1	0	joined
chr20_5506914_5533786	CHM13#0#chr20	5511231	5533785	1	5461231	5583785	0	0	0	1	1	0	partial
chr20_5506914_5533786	CHM13#0#chr20	5511231	5533785	2	5461231	5583785	0	0	0	1	1	0	partial
chr20_5506914_5533786	CHM13#0#chr20	5511231	5533785	3	5461231	5583785	5	0	6	1	1	0	joined
chr20_7028815_7064047	CHM13#0#chr20	7028815	7064047	1	6978815	7114047	0	0	0	1	1	0	partial
chr20_7028815_7064047	CHM13#0#chr20	7028815	7064047	2	6978815	7114047	1	0	0	1	1	0	partial
chr20_7028815_7064047	CHM13#0#chr20	7028815	7064047	3	6978815	7114047	6	0	6	1	1	0	partial
chr20_7218910_7250571	CHM13#0#chr20	7218910	7250571	1	7168910	7300571	0	0	0	1	1	0	partial
chr20_7218910_7250571	CHM13#0#chr20	7218910	7250571	2	7168910	7300571	5	5	0	1	1	65	joined
chr20_7218910_7250571	CHM13#0#chr20	7264321	7280356	1	7214321	7300571	0	0	0	1	1	0	partial
chr20_7218910_7250571	CHM13#0#chr20	7264321	7280356	2	7214321	7300571	0	0	0	1	1	0	partial
chr20_7218910_7250571	CHM13#0#chr20	7264321	7280356	3	7214321	7300571	2	0	1	1	1	0	joined
chr20_7264321_7280356	CHM13#0#chr20	7264321	7280356	1	7214321	7330356	0	0	0	1	1	0	partial
chr20_7264321_7280356	CHM13#0#chr20	7264321	7280356	2	7214321	7330356	0	0	0	1	1	0	partial
chr20_7264321_7280356	CHM13#0#chr20	7264321	7280356	3	7214321	7330356	2	0	1	1	1	0	joined
chr20_8977829_9014032	CHM13#0#chr20	8977829	9014032	1	8927829	9064032	0	0	0	1	1	0	partial
chr20_8977829_9014032	CHM13#0#chr20	8977829	9014032	2	8927829	9064032	0	0	0	1	1	0	partial
chr20_8977829_9014032	CHM13#0#chr20	8977829	9014032	3	8927829	9064032	8	0	8	1	1	0	joined
chr20_10296487_10343595	CHM13#0#chr20	10318335	10343595	1	10268335	10393595	0	0	0	1	1	0	partial
chr20_10296487_10343595	CHM13#0#chr20	10318335	10343595	2	10268335	10393595	0	0	0	1	1	0	partial
chr20_10296487_10343595	CHM13#0#chr20	10318335	10343595	3	10268335	10393595	7	0	6	1	1	0	joined
chr20_11233845_11262361	CHM13#0#chr20	11233845	11262361	1	11183845	11312361	0	0	0	1	1	0	partial
chr20_11233845_11262361	CHM13#0#chr20	11233845	11262361	2	11183845	11312361	2	0	0	1	1	0	partial
chr20_11233845_11262361	CHM13#0#chr20	11233845	11262361	3	11183845	11312361	9	0	4	1	1	0	joined
chr20_11426743_11447789	CHM13#0#chr20	11426743	11447789	1	11376743	11497789	0	0	0	1	1	0	partial
chr20_11426743_11447789	CHM13#0#chr20	11426743	11447789	2	11376743	11497789	2	0	0	1	1	0	partial
chr20_11426743_11447789	CHM13#0#chr20	11426743	11447789	3	11376743	11497789	9	0	3	1	1	0	partial
chr20_11426743_11447789	CHM13#0#chr20	11451978	11495992	1	11401978	11497789	0	0	0	1	1	0	partial
chr20_11426743_11447789	CHM13#0#chr20	11451978	11495992	2	11401978	11497789	8	1	0	1	1	0	partial
chr20_11426743_11447789	CHM13#0#chr20	11451978	11495992	3	11401978	11497789	8	1	2	1	1	0	partial
chr20_11563166_11599138	CHM13#0#chr20	11573074	11599138	1	11523074	11649138	0	0	0	1	1	0	partial
chr20_11563166_11599138	CHM13#0#chr20	11573074	11599138	2	11523074	11649138	0	0	0	1	1	0	partial
chr20_11563166_11599138	CHM13#0#chr20	11573074	11599138	3	11523074	11649138	11	0	8	1	1	0	partial
chr20_12256072_12277078	CHM13#0#chr20	12256072	12277078	1	12206072	12327078	0	0	0	1	1	0	partial
chr20_12256072_12277078	CHM13#0#chr20	12256072	12277078	2	12206072	12327078	0	0	0	1	1	0	partial
chr20_12256072_12277078	CHM13#0#chr20	12256072	12277078	3	12206072	12327078	9	0	10	1	1	0	joined
chr20_12721112_12752291	CHM13#0#chr20	12717796	12752291	1	12671112	12802291	0	0	0	1	1	0	partial
chr20_12721112_12752291	CHM13#0#chr20	12717796	12752291	2	12671112	12802291	1	0	0	1	1	0	partial
chr20_12721112_12752291	CHM13#0#chr20	12717796	12752291	3	12671112	12802291	15	0	13	1	1	0	partial
chr20_13180644_13230102	CHM13#0#chr20	13180644	13208341	1	13130644	13258341	0	0	0	1	1	0	partial
chr20_13180644_13230102	CHM13#0#chr20	13180644	13208341	2	13130644	13258341	0	0	0	1	1	0	partial
chr20_13180644_13230102	CHM13#0#chr20	13180644	13208341	3	13130644	13258341	1	0	2	1	1	0	joined
chr20_17499524_17521341	CHM13#0#chr20	17488211	17521341	1	17449524	17571341	0	0	0	1	1	0	partial
chr20_17499524_17521341	CHM13#0#chr20	17488211	17521341	2	17449524	17571341	5	2	0	1	1	4	joined
chr20_17607780_17667022	CHM13#0#chr20	17607780	17667022	1	17557780	17717022	0	0	0	1	1	0	partial
chr20_17607780_17667022	CHM13#0#chr20	17607780	17667022	2	17557780	17717022	6	6	0	1	1	2	partial
chr20_17607780_17667022	CHM13#0#chr20	17607780	17667022	3	17557780	17717022	22	6	23	1	1	0	partial
chr20_18194808_18218259	CHM13#0#chr20	18194808	18218259	1	18144808	18268259	0	0	0	1	1	0	partial
chr20_18194808_18218259	CHM13#0#chr20	18194808	18218259	2	18144808	18268259	2	1	0	1	1	0	partial
chr20_18194808_18218259	CHM13#0#chr20	18194808	18218259	3	18144808	18268259	5	1	2	1	1	0	partial
chr20_18983414_19005497	CHM13#0#chr20	18967586	18999993	1	18933414	19049993	0	0	0	1	1	0	partial
chr20_18983414_19005497	CHM13#0#chr20	18967586	18999993	2	18933414	19049993	4	3	0	1	1	0	partial
chr20_18983414_19005497	CHM13#0#chr20	18967586	18999993	3	18933414	19049993	9	3	6	1	1	0	joined
chr20_19358995_19395544	CHM13#0#chr20	19358995	19395544	1	19308995	19445544	0	0	0	1	1	0	partial
chr20_19358995_19395544	CHM13#0#chr20	19358995	19395544	2	19308995	19445544	0	0	0	1	1	0	partial
chr20_19358995_19395544	CHM13#0#chr20	19358995	19395544	3	19308995	19445544	13	0	13	1	1	0	joined
chr20_20493042_20540928	CHM13#0#chr20	20493042	20540928	1	20443042	20590928	0	0	0	1	1	0	partial
chr20_20493042_20540928	CHM13#0#chr20	20493042	20540928	2	20443042	20590928	4	4	0	1	1	58	partial
chr20_20493042_20540928	CHM13#0#chr20	20493042	20540928	3	20443042	20590928	4	4	4	1	1	0	joined
chr20_20662569_20731688	CHM13#0#chr20	20662569	20689586	1	20612569	20739586	0	0	0	1	1	0	partial
chr20_20662569_20731688	CHM13#0#chr20	20662569	20689586	2	20612569	20739586	1	1	0	1	1	23	joined
chr20_20874447_20895876	CHM13#0#chr20	20874447	20895876	1	20824447	20945876	0	0	0	1	1	0	partial
chr20_20874447_20895876	CHM13#0#chr20	20874447	20895876	2	20824447	20945876	0	0	0	1	1	0	partial
chr20_20874447_20895876	CHM13#0#chr20	20874447	20895876	3	20824447	20945876	7	0	8	1	1	0	joined
chr20_21117402_21148338	CHM13#0#chr20	21117402	21148338	1	21067402	21198338	0	0	0	1	1	0	partial
chr20_21117402_21148338	CHM13#0#chr20	21117402	21148338	2	21067402	21198338	1	0	0	1	1	0	partial
chr20_21117402_21148338	CHM13#0#chr20	21117402	21148338	3	21067402	21198338	4	0	2	1	1	0	joined
chr20_22702346_22729320	CHM13#0#chr20	22702346	22729320	1	22652346	22779320	0	0	0	1	1	0	partial
chr20_22702346_22729320	CHM13#0#chr20	22702346	22729320	2	22652346	22779320	1	1	0	1	1	6	partial
chr20_22702346_22729320	CHM13#0#chr20	22702346	22729320	3	22652346	22779320	7	1	6	1	1	0	partial
chr20_23403554_23445252	CHM13#0#chr20	23421003	23449834	1	23371003	23495252	0	0	0	1	1	0	partial
chr20_23403554_23445252	CHM13#0#chr20	23421003	23449834	2	23371003	23495252	0	0	0	1	1	0	partial
chr20_23403554_23445252	CHM13#0#chr20	23421003	23449834	3	23371003	23495252	11	0	9	1	1	0	partial
chr20_23403554_23445252	CHM13#0#chr20	23460963	23481134	1	23410963	23495252	0	0	0	1	1	0	partial
chr20_23403554_23445252	CHM13#0#chr20	23460963	23481134	2	23410963	23495252	0	0	0	1	1	0	partial
chr20_23403554_23445252	CHM13#0#chr20	23460963	23481134	3	23410963	23495252	6	0	4	1	1	0	joined
chr20_23460963_23481134	CHM13#0#chr20	23460963	23481134	1	23410963	23531134	0	0	0	1	1	0	partial
chr20_23460963_23481134	CHM13#0#chr20	23460963	23481134	2	23410963	23531134	0	0	0	1	1	0	partial
chr20_23460963_23481134	CHM13#0#chr20	23460963	23481134	3	23410963	23531134	6	0	4	1	1	0	joined
chr20_23460963_23481134	CHM13#0#chr20	23482489	23503225	1	23432489	23531134	0	0	0	1	1	0	partial
chr20_23460963_23481134	CHM13#0#chr20	23482489	23503225	2	23432489	23531134	0	0	0	1	1	0	partial
chr20_23460963_23481134	CHM13#0#chr20	23482489	23503225	3	23432489	23531134	14	0	10	1	1	0	partial
chr20_23482489_23503225	CHM13#0#chr20	23460963	23481134	1	23432489	23531134	0	0	0	1	1	0	partial
chr20_23482489_23503225	CHM13#0#chr20	23460963	23481134	2	23432489	23531134	0	0	0	1	1	0	partial
chr20_23482489_23503225	CHM13#0#chr20	23460963	23481134	3	23432489	23531134	6	0	4	1	1	0	joined
chr20_23482489_23503225	CHM13#0#chr20	23482489	23503225	1	23432489	23553225	0	0	0	1	1	0	partial
chr20_23482489_23503225	CHM13#0#chr20	23482489	23503225	2	23432489	23553225	0	0	0	1	1	0	partial
chr20_23482489_23503225	CHM13#0#chr20	23482489	23503225	3	23432489	23553225	14	0	10	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24081165	24103779	1	24055188	24153779	0	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24081165	24103779	2	24055188	24153779	0	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24081165	24103779	3	24055188	24153779	4	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24105188	24142287	1	24055188	24192287	0	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24105188	24142287	2	24055188	24192287	2	1	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24105188	24142287	3	24055188	24192287	5	1	4	1	1	0	joined
chr20_24357615_24379633	CHM13#0#chr20	24357615	24379633	1	24307615	24429633	0	0	0	1	1	0	partial
chr20_24357615_24379633	CHM13#0#chr20	24357615	24379633	2	24307615	24429633	0	0	0	1	1	0	partial
chr20_24357615_24379633	CHM13#0#chr20	24357615	24379633	3	24307615	24429633	1	0	1	1	1	0	partial
chr20_24574099_24601281	CHM13#0#chr20	24573548	24601281	1	24524099	24651281	0	0	0	1	1	0	partial
chr20_24574099_24601281	CHM13#0#chr20	24573548	24601281	2	24524099	24651281	1	1	0	1	1	0	partial
chr20_24574099_24601281	CHM13#0#chr20	24573548	24601281	3	24524099	24651281	11	1	9	1	1	0	joined
chr20_34030463_34072055	CHM13#0#chr20	34030463	34055830	1	33980463	34105830	0	0	0	1	1	0	partial
chr20_34030463_34072055	CHM13#0#chr20	34030463	34055830	2	33980463	34105830	2	2	0	1	1	28	partial
chr20_34030463_34072055	CHM13#0#chr20	34030463	34055830	3	33980463	34105830	6	2	4	1	1	30	joined
chr20_34079290_34134418	CHM13#0#chr20	34079290	34134418	1	34029290	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34079290	34134418	2	34029290	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34079290	34134418	3	34029290	34184418	18	0	15	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34135104	34162219	1	34085913	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34135104	34162219	2	34085913	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34135104	34162219	3	34085913	34184418	8	0	3	1	1	0	joined
chr20_34791342_34811747	CHM13#0#chr20	34791342	34811747	1	34741342	34861747	0	0	0	1	1	0	partial
chr20_34791342_34811747	CHM13#0#chr20	34791342	34811747	2	34741342	34861747	0	0	0	1	1	0	partial
chr20_34791342_34811747	CHM13#0#chr20	34791342	34811747	3	34741342	34861747	6	0	3	1	1	0	partial
chr20_35244059_35357391	CHM13#0#chr20	35244059	35357391	1	35194059	35407391	0	0	0	1	1	0	partial
chr20_35244059_35357391	CHM13#0#chr20	35244059	35357391	2	35194059	35407391	1	0	0	1	1	0	partial
chr20_35244059_35357391	CHM13#0#chr20	35244059	35357391	3	35194059	35407391	38	0	34	1	1	0	partial
chr20_35919404_35939110	CHM13#0#chr20	35919404	35939110	1	35869404	35989110	0	0	0	1	1	0	partial
chr20_35919404_35939110	CHM13#0#chr20	35919404	35939110	2	35869404	35989110	6	1	0	1	1	0	joined
chr20_36247421_36268291	CHM13#0#chr20	36247421	36268291	1	36197421	36318291	0	0	0	1	1	0	partial
chr20_36247421_36268291	CHM13#0#chr20	36247421	36268291	2	36197421	36318291	0	0	0	1	1	0	partial
chr20_36247421_36268291	CHM13#0#chr20	36247421	36268291	3	36197421	36318291	14	0	8	1	1	0	joined
chr20_36247421_36268291	CHM13#0#chr20	36268558	36299817	1	36218558	36318291	0	0	0	1	1	0	partial
chr20_36247421_36268291	CHM13#0#chr20	36268558	36299817	2	36218558	36318291	3	1	0	1	1	0	partial
chr20_36247421_36268291	CHM13#0#chr20	36268558	36299817	3	36218558	36318291	11	1	6	1	1	0	joined
chr20_36268558_36299817	CHM13#0#chr20	36247421	36268291	1	36218558	36318291	0	0	0	1	1	0	partial
chr20_36268558_36299817	CHM13#0#chr20	36247421	36268291	2	36218558	36318291	0	0	0	1	1	0	partial
chr20_36268558_36299817	CHM13#0#chr20	36247421	36268291	3	36218558	36318291	14	0	8	1	1	0	joined
chr20_36268558_36299817	CHM13#0#chr20	36268558	36299817	1	36218558	36349817	0	0	0	1	1	0	partial
chr20_36268558_36299817	CHM13#0#chr20	36268558	36299817	2	36218558	36349817	3	1	0	1	1	0	partial
chr20_36268558_36299817	CHM13#0#chr20	36268558	36299817	3	36218558	36349817	11	1	6	1	1	0	joined
chr20_36332599_36381019	CHM13#0#chr20	36332599	36381019	1	36282599	36431019	0	0	0	1	1	0	partial
chr20_36332599_36381019	CHM13#0#chr20	36332599	36381019	2	36282599	36431019	12	7	0	1	1	110	joined
chr20_36614185_36629321	CHM13#0#chr20	36601930	36629321	1	36564185	36679321	0	0	0	1	1	0	partial
chr20_36614185_36629321	CHM13#0#chr20	36601930	36629321	2	36564185	36679321	4	0	0	1	1	0	partial
chr20_36614185_36629321	CHM13#0#chr20	36601930	36629321	3	36564185	36679321	31	0	23	1	1	0	joined
chr20_37005134_37018950	CHM13#0#chr20	36994656	37018950	1	36955134	37068950	0	0	0	1	1	0	partial
chr20_37005134_37018950	CHM13#0#chr20	36994656	37018950	2	36955134	37068950	2	1	0	1	1	7	joined
chr20_37984529_38008026	CHM13#0#chr20	37982955	38008026	1	37934529	38058026	0	0	0	1	1	0	partial
chr20_37984529_38008026	CHM13#0#chr20	37982955	38008026	2	37934529	38058026	2	2	0	1	1	0	partial
chr20_37984529_38008026	CHM13#0#chr20	37982955	38008026	3	37934529	38058026	18	2	16	1	1	0	partial
chr20_38211030_38236063	CHM13#0#chr20	38211030	38236063	1	38161030	38286063	0	0	0	1	1	0	partial
chr20_38211030_38236063	CHM13#0#chr20	38211030	38236063	2	38161030	38286063	0	0	0	1	1	0	partial
chr20_38211030_38236063	CHM13#0#chr20	38211030	38236063	3	38161030	38286063	21	0	21	1	1	0	joined
chr20_38259286_38303247	CHM13#0#chr20	38279170	38303247	1	38229170	38353247	0	0	0	1	1	0	partial
chr20_38259286_38303247	CHM13#0#chr20	38279170	38303247	2	38229170	38353247	0	0	0	1	1	0	partial
chr20_38259286_38303247	CHM13#0#chr20	38279170	38303247	3	38229170	38353247	12	0	10	1	1	0	partial
chr20_38259286_38303247	CHM13#0#chr20	38317436	38341762	1	38267436	38353247	0	0	0	1	1	0	partial
chr20_38259286_38303247	CHM13#0#chr20	38317436	38341762	2	38267436	38353247	3	1	0	1	1	4	joined
chr20_38370611_38393470	CHM13#0#chr20	38370611	38393470	1	38320611	38443470	0	0	0	1	1	0	partial
chr20_38370611_38393470	CHM13#0#chr20	38370611	38393470	2	38320611	38443470	0	0	0	1	1	0	partial
chr20_38370611_38393470	CHM13#0#chr20	38370611	38393470	3	38320611	38443470	5	0	4	1	1	0	joined
chr20_39848887_39856144	CHM13#0#chr20	39838293	39868811	1	39798887	39906144	0	0	0	1	1	0	partial
chr20_39848887_39856144	CHM13#0#chr20	39838293	39868811	2	39798887	39906144	3	3	0	1	1	6	joined
chr20_42191762_42208160	CHM13#0#chr20	42184827	42208160	1	42141762	42258160	0	0	0	1	1	0	partial
chr20_42191762_42208160	CHM13#0#chr20	42184827	42208160	2	42141762	42258160	1	1	0	1	1	0	partial
chr20_42191762_42208160	CHM13#0#chr20	42184827	42208160	3	42141762	42258160	6	1	5	1	1	0	joined
chr20_46384021_46405048	CHM13#0#chr20	46384021	46407462	1	46334021	46455048	0	0	0	1	1	0	partial
chr20_46384021_46405048	CHM13#0#chr20	46384021	46407462	2	46334021	46455048	0	0	0	1	1	0	partial
chr20_46384021_46405048	CHM13#0#chr20	46384021	46407462	3	46334021	46455048	14	0	13	1	1	0	partial
chr20_46727050_46747637	CHM13#0#chr20	46727050	46748667	1	46677050	46797637	0	0	0	1	1	0	partial
chr20_46727050_46747637	CHM13#0#chr20	46727050	46748667	2	46677050	46797637	3	3	0	1	1	14	partial
chr20_46727050_46747637	CHM13#0#chr20	46727050	46748667	3	46677050	46797637	5	3	5	1	1	0	joined
chr20_47019175_47026671	CHM13#0#chr20	47003866	47026671	1	46969175	47076671	0	0	0	1	1	0	partial
chr20_47019175_47026671	CHM13#0#chr20	47003866	47026671	2	46969175	47076671	3	3	0	1	1	31	partial
chr20_47019175_47026671	CHM13#0#chr20	47003866	47026671	3	46969175	47076671	11	3	10	1	1	0	joined
chr20_47671540_47713869	CHM13#0#chr20	47689418	47713869	1	47639418	47763869	0	0	0	1	1	0	partial
chr20_47671540_47713869	CHM13#0#chr20	47689418	47713869	2	47639418	47763869	0	0	0	1	1	0	partial
chr20_47671540_47713869	CHM13#0#chr20	47689418	47713869	3	47639418	47763869	8	0	8	1	1	0	joined
chr20_47738673_47762233	CHM13#0#chr20	47738673	47762233	1	47688673	47812233	0	0	0	1	1	0	partial
chr20_47738673_47762233	CHM13#0#chr20	47738673	47762233	2	47688673	47812233	3	0	0	1	1	0	partial
chr20_47738673_47762233	CHM13#0#chr20	47738673	47762233	3	47688673	47812233	14	0	4	1	1	0	joined
chr20_48022132_48043584	CHM13#0#chr20	48022132	48043584	1	47972132	48093584	0	0	0	1	1	0	partial
chr20_48022132_48043584	CHM13#0#chr20	48022132	48043584	2	47972132	48093584	1	0	0	1	1	0	partial
chr20_48022132_48043584	CHM13#0#chr20	48022132	48043584	3	47972132	48093584	4	0	4	1	1	0	joined
chr20_48925908_48950388	CHM13#0#chr20	48925908	48950388	1	48875908	49000388	0	0	0	1	1	0	partial
chr20_48925908_48950388	CHM13#0#chr20	48925908	48950388	2	48875908	49000388	0	0	0	1	1	0	partial
chr20_48925908_48950388	CHM13#0#chr20	48925908	48950388	3	48875908	49000388	16	0	16	1	1	0	joined
chr20_49072885_49096906	CHM13#0#chr20	49071976	49102876	1	49022885	49146906	0	0	0	1	1	0	partial
chr20_49072885_49096906	CHM13#0#chr20	49071976	49102876	2	49022885	49146906	1	1	0	1	1	11	joined
chr20_50540995_50562066	CHM13#0#chr20	50540995	50562066	1	50490995	50612066	0	0	0	1	1	0	partial
chr20_50540995_50562066	CHM13#0#chr20	50540995	50562066	2	50490995	50612066	0	0	0	1	1	0	partial
chr20_50540995_50562066	CHM13#0#chr20	50540995	50562066	3	50490995	50612066	6	0	5	1	1	0	joined
chr20_51145921_51165532	CHM13#0#chr20	51142695	51165532	1	51095921	51215532	0	0	0	1	1	0	partial
chr20_51145921_51165532	CHM13#0#chr20	51142695	51165532	2	51095921	51215532	1	0	0	1	1	0	partial
chr20_51145921_51165532	CHM13#0#chr20	51142695	51165532	3	51095921	51215532	6	0	6	1	1	0	joined
chr20_53926537_53962801	CHM13#0#chr20	53926537	53962801	1	53876537	54012801	0	0	0	1	1	0	partial
chr20_53926537_53962801	CHM13#0#chr20	53926537	53962801	2	53876537	54012801	3	3	0	1	1	0	partial
chr20_53926537_53962801	CHM13#0#chr20	53926537	53962801	3	53876537	54012801	15	3	12	1	1	0	joined
chr20_54675445_54702072	CHM13#0#chr20	54675445	54702072	1	54625445	54752072	0	0	0	1	1	0	partial
chr20_54675445_54702072	CHM13#0#chr20	54675445	54702072	2	54625445	54752072	3	3	0	1	1	0	partial
chr20_54675445_54702072	CHM13#0#chr20	54675445	54702072	3	54625445	54752072	12	3	9	1	1	0	joined
chr20_54894127_54912022	CHM13#0#chr20	54894127	54912022	1	54844127	54962022	0	0	0	1	1	0	partial
chr20_54894127_54912022	CHM13#0#chr20	54894127	54912022	2	54844127	54962022	1	0	0	1	1	0	partial
chr20_54894127_54912022	CHM13#0#chr20	54894127	54912022	3	54844127	54962022	14	0	7	1	1	0	joined
chr20_54976339_54988434	CHM13#0#chr20	54963049	54988434	1	54926339	55038434	0	0	0	1	1	0	partial
chr20_54976339_54988434	CHM13#0#chr20	54963049	54988434	2	54926339	55038434	8	7	0	1	1	58	joined
chr20_55472966_55492323	CHM13#0#chr20	55472966	55492791	1	55422966	55542323	0	0	0	1	1	0	partial
chr20_55472966_55492323	CHM13#0#chr20	55472966	55492791	2	55422966	55542323	0	0	0	1	1	0	partial
chr20_55472966_55492323	CHM13#0#chr20	55472966	55492791	3	55422966	55542323	15	0	12	1	1	0	joined
chr20_55843827_55889113	CHM13#0#chr20	55843827	55883023	1	55793827	55933023	0	0	0	1	1	0	partial
chr20_55843827_55889113	CHM13#0#chr20	55843827	55883023	2	55793827	55933023	2	2	0	1	1	0	partial
chr20_55843827_55889113	CHM13#0#chr20	55843827	55883023	3	55793827	55933023	15	2	9	1	1	0	joined
chr20_55999561_56040612	CHM13#0#chr20	55999561	56040612	1	55949561	56090612	0	0	0	1	1	0	partial
chr20_55999561_56040612	CHM13#0#chr20	55999561	56040612	2	55949561	56090612	2	2	0	1	1	0	partial
chr20_55999561_56040612	CHM13#0#chr20	55999561	56040612	3	55949561	56090612	19	2	19	1	1	0	partial
chr20_56064697_56100715	CHM13#0#chr20	56064697	56100715	1	56014697	56150715	0	0	0	1	1	0	partial
chr20_56064697_56100715	CHM13#0#chr20	56064697	56100715	2	56014697	56150715	0	0	0	1	1	0	partial
chr20_56064697_56100715	CHM13#0#chr20	56064697	56100715	3	56014697	56150715	10	0	10	1	1	0	joined
chr20_56671109_56679959	CHM13#0#chr20	56658888	56681452	1	56621109	56729959	0	0	0	1	1	0	partial
chr20_56671109_56679959	CHM13#0#chr20	56658888	56681452	2	56621109	56729959	2	2	0	1	1	27	joined
chr20_56726836_56740521	CHM13#0#chr20	56713218	56740521	1	56676836	56790521	0	0	0	1	1	0	partial
chr20_56726836_56740521	CHM13#0#chr20	56713218	56740521	2	56676836	56790521	3	2	0	1	1	9	joined
