region	CHROM	GAP_LEFT	GAP_RIGHT	TIER	WINDOW_BEG	WINDOW_END	NEW_SITES	MSA_HET_SNPS	MSA_HET_INDELS	LEFT_LINK	RIGHT_LINK	READS_ADDED	STATUS
chr20_23460963_23481134	CHM13#0#chr20	23482489	23503225	1	23435580	23531134	0	0	0	1	1	0	partial
chr20_23460963_23481134	CHM13#0#chr20	23482489	23503225	2	23435580	23531134	0	0	0	1	1	0	partial
chr20_23460963_23481134	CHM13#0#chr20	23482489	23503225	3	23435580	23531134	12	0	9	1	1	0	joined
chr20_24105188_24142287	CHM13#0#chr20	24081165	24103779	1	24055188	24153779	0	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24081165	24103779	2	24055188	24153779	0	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24081165	24103779	3	24055188	24153779	4	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24105188	24142287	1	24055188	24192287	0	0	0	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24105188	24142287	2	24055188	24192287	2	1	0	1	1	1	partial
chr20_24105188_24142287	CHM13#0#chr20	24105188	24142287	3	24055188	24192287	4	1	3	1	1	0	partial
chr20_24105188_24142287	CHM13#0#chr20	24105188	24142287	4	24055188	24192287	0	1	3	1	1	0	rejected
chr20_34079290_34134418	CHM13#0#chr20	34079290	34134418	1	34029290	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34079290	34134418	2	34029290	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34079290	34134418	3	34029290	34184418	18	0	14	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34079290	34134418	4	34029290	34184418	0	0	14	1	1	0	rejected
chr20_34079290_34134418	CHM13#0#chr20	34135104	34162219	1	34085913	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34135104	34162219	2	34085913	34184418	0	0	0	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34135104	34162219	3	34085913	34184418	8	0	2	1	1	0	partial
chr20_34079290_34134418	CHM13#0#chr20	34135104	34162219	4	34085913	34184418	0	0	2	1	1	0	joined
chr20_34791342_34811747	CHM13#0#chr20	34791342	34811747	1	34741342	34861747	0	0	0	1	1	0	partial
chr20_34791342_34811747	CHM13#0#chr20	34791342	34811747	2	34741342	34861747	0	0	0	1	1	0	partial
chr20_34791342_34811747	CHM13#0#chr20	34791342	34811747	3	34741342	34861747	7	0	4	1	1	0	partial
chr20_35244059_35357391	CHM13#0#chr20	35244059	35357391	1	35194059	35407391	0	0	0	1	1	0	partial
chr20_35244059_35357391	CHM13#0#chr20	35244059	35357391	2	35194059	35407391	1	0	0	1	1	0	partial
chr20_35244059_35357391	CHM13#0#chr20	35244059	35357391	3	35194059	35407391	38	0	33	1	1	0	partial
chr20_35244059_35357391	CHM13#0#chr20	35244059	35357391	4	35194059	35407391	0	0	33	1	1	0	rejected
chr20_47671540_47713869	CHM13#0#chr20	47689418	47713869	1	47639418	47763869	0	0	0	1	1	0	partial
chr20_47671540_47713869	CHM13#0#chr20	47689418	47713869	2	47639418	47763869	0	0	0	1	1	0	partial
chr20_47671540_47713869	CHM13#0#chr20	47689418	47713869	3	47639418	47763869	8	0	8	1	1	0	partial
chr20_47671540_47713869	CHM13#0#chr20	47689418	47713869	4	47639418	47763869	0	0	8	1	1	0	rejected
chr20_53926537_53962801	CHM13#0#chr20	53926537	53962801	1	53876537	54012801	0	0	0	1	1	0	partial
chr20_53926537_53962801	CHM13#0#chr20	53926537	53962801	2	53876537	54012801	3	3	0	1	1	0	partial
chr20_53926537_53962801	CHM13#0#chr20	53926537	53962801	3	53876537	54012801	15	3	12	1	1	0	partial
chr20_53926537_53962801	CHM13#0#chr20	53926537	53962801	4	53876537	54012801	0	3	12	1	1	0	rejected
chr20_57087239_57119478	CHM13#0#chr20	57085410	57123860	1	57037239	57169478	0	0	0	1	1	0	partial
chr20_57087239_57119478	CHM13#0#chr20	57085410	57123860	2	57037239	57169478	1	1	0	1	1	25	partial
chr20_57087239_57119478	CHM13#0#chr20	57085410	57123860	3	57037239	57169478	14	4	8	1	1	25	partial
chr20_57087239_57119478	CHM13#0#chr20	57085410	57123860	4	57037239	57169478	0	4	8	1	1	0	rejected
chr20_60033052_60056028	CHM13#0#chr20	60033052	60058235	1	59983052	60106028	0	0	0	1	1	0	partial
chr20_60033052_60056028	CHM13#0#chr20	60033052	60058235	2	59983052	60106028	2	1	0	1	1	0	partial
chr20_60033052_60056028	CHM13#0#chr20	60033052	60058235	3	59983052	60106028	31	1	26	1	1	0	partial
chr20_60033052_60056028	CHM13#0#chr20	60033052	60058235	4	59983052	60106028	0	1	26	1	1	0	rejected
chr20_61664136_61690751	CHM13#0#chr20	61664136	61690751	1	61614136	61740751	0	0	0	1	1	0	partial
chr20_61664136_61690751	CHM13#0#chr20	61664136	61690751	2	61614136	61740751	1	1	0	1	1	21	partial
chr20_61664136_61690751	CHM13#0#chr20	61664136	61690751	3	61614136	61740751	3	1	2	1	1	0	partial
chr20_64902581_64905482	CHM13#0#chr20	64902581	64913827	1	64852581	64955482	0	0	0	1	1	0	partial
chr20_64902581_64905482	CHM13#0#chr20	64902581	64913827	2	64852581	64955482	7	0	0	1	1	0	partial
chr20_64902581_64905482	CHM13#0#chr20	64902581	64913827	3	64852581	64955482	14	0	9	1	1	0	partial
chr20_26602087_26651086	CHM13#0#chr20	26625353	26644453	1	26575353	26694453	0	0	0	1	1	1	partial
chr20_26602087_26651086	CHM13#0#chr20	26625353	26644453	2	26575353	26694453	235	223	0	1	1	1	partial
chr20_26602087_26651086	CHM13#0#chr20	26625353	26644453	3	26575353	26694453	75	223	75	1	1	0	partial
chr20_34864445_34893642	CHM13#0#chr20	34864445	34893642	1	34814445	34943642	0	0	0	1	1	0	partial
chr20_34864445_34893642	CHM13#0#chr20	34864445	34893642	2	34814445	34943642	6	0	0	1	1	0	partial
chr20_34864445_34893642	CHM13#0#chr20	34864445	34893642	3	34814445	34943642	8	0	0	1	1	0	partial
chr20_26626247_26651086	CHM13#0#chr20	26624953	26644453	1	26576247	26694453	0	0	0	1	1	1	partial
chr20_26626247_26651086	CHM13#0#chr20	26624953	26644453	2	26576247	26694453	235	223	0	1	1	2	partial
chr20_26626247_26651086	CHM13#0#chr20	26624953	26644453	3	26576247	26694453	75	223	75	1	1	0	partial
